entry_index,entry_timestamp,entry_price,entry_signal,entry_equity,notional,entry_commission,exit_index,exit_timestamp,exit_price,exit_commission,gross_pnl,net_pnl,return_pct,duration
1,2019-11-28,150.427332,-1,10000.0,2000.0,0.6,2,2019-11-29,154.4640435,0.6,-53.66992083592888,-54.86992083592888,-0.005486992083592888,86400.0
3,2019-11-30,151.432983,1,9945.130079164072,1989.0260158328144,0.5967078047498443,5,2019-12-02,148.5379935,0.5967078047498443,-38.02480355988792,-39.21821916938761,-0.00394345964881377,172800.0
6,2019-12-03,147.048515,-1,9905.911859994683,1981.1823719989368,0.594354711599681,46,2020-01-12,146.6212995,0.594354711599681,5.755867834807751,4.567158411608389,0.0004610538107100461,3456000.0
47,2020-01-13,143.630253,1,9910.479018406291,1982.0958036812583,0.5946287411043775,102,2020-03-08,199.470161,0.5946287411043775,770.5900742564833,769.4008167742745,0.07763507852095752,4752000.0
103,2020-03-09,202.948943,-1,10679.879835180565,2135.975967036113,0.6407927901108339,143,2020-04-18,187.545618,0.6407927901108339,162.11531593168527,160.8337303514636,0.015059507488245477,3456000.0
144,2020-04-19,180.0329895,1,10840.713565532029,2168.142713106406,0.6504428139319217,283,2020-09-05,334.73280250000005,0.6504428139319217,1863.054505768087,1861.7536201402231,0.17173718398571616,12009600.0
284,2020-09-06,352.5665585,-1,12702.467185672253,2540.4934371344507,0.7621480311403351,329,2020-10-21,391.096836,0.7621480311403351,-277.63812182351154,-279.1624178857922,-0.02197702334556498,3888000.0
330,2020-10-22,414.5350365,1,12423.30476778646,2484.660953557292,0.7453982860671875,543,2021-05-23,2095.8961795,0.7453982860671875,10077.826994101519,10076.336197529385,0.8110833941430184,18403200.0
544,2021-05-24,2648.3427555000003,-1,22499.640965315844,4499.928193063169,1.3499784579189504,610,2021-07-29,2383.2838575,1.3499784579189504,450.37448625386423,447.67452933802633,0.019896963246130713,5702400.0
611,2021-07-30,2462.581602,1,22947.31549465387,4589.463098930774,1.3768389296792323,663,2021-09-20,2977.2975810000003,1.3768389296792323,959.2656706815304,956.5119928221719,0.041682958211169165,4492800.0
664,2021-09-21,2764.512082,-1,23903.827487476043,4780.765497495208,1.4342296492485624,687,2021-10-14,3795.5179665000005,1.4342296492485624,-1782.9538139570086,-1785.8222732555057,-0.07470863292462905,1987200.0
688,2021-10-15,3874.0654485000005,1,22118.00521422054,4423.601042844108,1.3270803128532322,744,2021-12-10,3894.5864175,1.3270803128532322,23.43186532992571,20.777704704219246,0.0009394022879993012,4838400.0
745,2021-12-11,4088.3785665,-1,22138.782918924757,4427.7565837849515,1.3283269751354854,847,2022-03-23,3036.6124425000003,1.3283269751354854,1139.07367050154,1136.417016551269,0.051331503665444624,8812800.0
848,2022-03-24,3110.9784615000003,1,23275.199935476026,4655.039987095205,1.3965119961285615,877,2022-04-22,2959.343867,1.3965119961285615,-226.8948851815983,-229.68790917385545,-0.00986835386207641,2505600.0
878,2022-04-23,2929.2544020000005,-1,23045.51202630217,4609.102405260434,1.3827307215781302,962,2022-07-16,1355.8443795,1.3827307215781302,2475.7180237449465,2472.9525623017903,0.10730733860368884,7257600.0
963,2022-07-17,1338.7383945000001,1,25518.46458860396,5103.692917720793,1.5311078753162377,1003,2022-08-26,1506.7024695,1.5311078753162377,640.3320197066503,637.2698039560178,0.02497288979684968,3456000.0
1004,2022-08-27,1489.4785000000002,-1,26155.734392559978,5231.146878511996,1.5693440635535987,1061,2022-10-23,1363.917204,1.5693440635535987,440.9795654199246,437.8408772928174,0.01673976615305291,4924800.0
1062,2022-10-24,1343.1899520000002,1,26593.575269852794,5318.715053970559,1.5956145161911675,1078,2022-11-09,1101.1044785000001,1.5956145161911675,-958.6013134887127,-961.792542521095,-0.03616634968263968,1382400.0
1079,2022-11-10,1297.7556265,-1,25631.782727331698,5126.35654546634,1.5379069636399019,1112,2022-12-13,1321.522371,1.5379069636399019,-93.88270314079885,-96.95851706807866,-0.0037827457457607814,2851200.0
1113,2022-12-14,1308.217716,1,25534.824210263618,5106.964842052724,1.532089452615817,1174,2023-02-13,1504.3233025,1.532089452615817,765.5486723171913,762.4844934119596,0.029860573432320014,5270400.0
1175,2023-02-14,1554.3957710000002,-1,26297.30870367558,5259.461740735116,1.5778385222205347,1176,2023-02-15,1675.58625,1.5778385222205347,-410.0607448460832,-413.21642189052426,-0.015713258970594543,86400.0
1177,2023-02-16,1639.57365,1,25884.092281785055,5176.818456357011,1.5530455369071032,1198,2023-03-09,1435.917253,1.5530455369071032,-643.0282621001932,-646.1343531740074,-0.024962604295330065,1814400.0
1199,2023-03-10,1425.2909735,-1,25237.95792861105,5047.59158572221,1.5142774757166628,1206,2023-03-17,1789.8362235000002,1.5142774757166628,-1291.0174629089518,-1294.046017860385,-0.05127380042080932,604800.0
1207,2023-03-18,1759.1354820000001,1,23943.911910750663,4788.782382150132,1.4366347146450396,1261,2023-05-11,1792.612366,1.4366347146450396,91.13198724535948,88.2587178160694,0.0036860609137323885,4665600.0
1262,2023-05-12,1805.8977145000001,-1,24032.17062856673,4806.4341257133465,1.4419302377140037,1311,2023-06-30,1934.0866935000001,1.4419302377140037,-341.1776194514651,-344.06147992689307,-0.014316704272976143,4233600.0
1312,2023-07-01,1924.753428,1,23688.10914863984,4737.621829727968,1.4212865489183903,1344,2023-08-02,1838.4263255,1.4212865489183903,-212.48704345789244,-215.32961655572922,-0.009090198597303126,2764800.0
1345,2023-08-03,1834.0478585,-1,23472.77953208411,4694.555906416822,1.4083667719250466,1402,2023-09-29,1667.1933135,1.4083667719250466,427.0924480579698,424.2757145141197,0.018075222575758117,4924800.0
1403,2023-09-30,1670.7645630000002,1,23897.05524659823,4779.411049319646,1.4338233147958936,1414,2023-10-11,1565.5218755,1.4338233147958936,-301.05861390453435,-303.92626053412613,-0.01271814695985985,950400.0
1415,2023-10-12,1538.2714165,-1,23593.128986064105,4718.625797212821,1.4155877391638463,1426,2023-10-23,1766.9682225000001,1.4155877391638463,-701.5242153995889,-704.3553908779166,-0.029854259318209234,950400.0
1427,2023-10-24,1784.9345085,1,22888.773595186187,4577.754719037238,1.3733264157111713,1599,2024-04-13,3004.408089,1.3733264157111713,3127.5382437232497,3124.7915908918276,0.1365207086302349,14860800.0
1600,2024-04-14,3152.056394,-1,26013.565186078013,5202.7130372156025,1.5608139111646806,1636,2024-05-20,3665.6725365,1.5608139111646806,-847.7631954160832,-850.8848232384127,-0.032709273686706765,3110400.0
1637,2024-05-21,3793.6473120000005,1,25162.6803628396,5032.53607256792,1.509760821770376,1670,2024-06-23,3418.1832170000002,1.509760821770376,-498.0791430095834,-501.09866465312416,-0.019914359576460292,2851200.0
1671,2024-06-24,3350.8268000000003,-1,24661.581698186477,4932.316339637296,1.4796949018911885,1698,2024-07-21,3535.5270015,1.4796949018911885,-271.8731453958617,-274.83253519964404,-0.01114415687376022,2332800.0
1699,2024-07-22,3439.283328,1,24386.749162986835,4877.349832597367,1.46320494977921,1711,2024-08-03,2900.924321,1.46320494977921,-763.4628968459136,-766.389306745472,-0.031426464496082364,1036800.0
1712,2024-08-04,2686.65934,-1,23620.35985624136,4724.071971248272,1.4172215913744817,1766,2024-09-27,2694.4727355000005,1.4172215913744817,-13.738638960393386,-16.57308214314235,-0.000701643931083596,4665600.0
1767,2024-09-28,2674.8358650000005,1,23603.78677409822,4720.757354819644,1.4162272064458932,1852,2024-12-22,3279.6517200000003,1.4162272064458932,1067.4258309314168,1064.593376518525,0.045102651820544494,7344000.0
1853,2024-12-23,3419.5427409999998,-1,24668.380150616744,4933.676030123349,1.4801028090370045,1982,2025-05-01,1837.8330165000002,1.4801028090370045,2282.0721790705215,2279.1119734524477,0.0923900134316467,11145600.0
1983,2025-05-02,1841.8644270000002,1,26947.49212406919,5389.498424813839,1.6168495274441514,2032,2025-06-20,2404.5781030000003,1.6168495274441514,1646.5622691692308,1643.3285701143425,0.06098261621334849,4233600.0
2033,2025-06-21,2293.8268795000004,-1,28590.820694183534,5718.164138836707,1.7154492416510119,2052,2025-07-10,2951.652717,1.7154492416510119,-1639.8605087462618,-1643.2914072295637,-0.05747618876725256,1641600.0
2053,2025-07-11,2957.9649255,1,26947.52928695397,5389.5058573907945,1.6168517572172383,2100,2025-08-27,4597.820199500001,1.6168517572172383,2987.8682902239816,2984.634586709547,0.11075726293595642,4060800.0
